collection,category,why,gb,bytes,tiles,sdom,base_type,mdd_coll_id,set_type_id,error,review_statement
cmip6_downscaled_tasmax_wms_2025_11_03_12_15_52_6542,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1105,59,,drop collection cmip6_downscaled_tasmax_wms_2025_11_03_12_15_52_6542
cmip6_downscaled_tasmax_wms_2025_11_03_12_22_58_1935,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1106,59,,drop collection cmip6_downscaled_tasmax_wms_2025_11_03_12_22_58_1935
cmip6_downscaled_tasmax_wms_2025_11_03_12_29_56_1055,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1107,59,,drop collection cmip6_downscaled_tasmax_wms_2025_11_03_12_29_56_1055
cmip6_downscaled_tasmax_wms_2025_11_03_12_57_29_3977,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1108,59,,drop collection cmip6_downscaled_tasmax_wms_2025_11_03_12_57_29_3977
cmip6_downscaled_tasmax_wms_2025_11_03_13_00_46_4264,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1109,59,,drop collection cmip6_downscaled_tasmax_wms_2025_11_03_13_00_46_4264
cmip6_downscaled_tasmax_wms_2025_11_03_13_02_14_8024,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1110,59,,drop collection cmip6_downscaled_tasmax_wms_2025_11_03_13_02_14_8024
cmip6_downscaled_tasmax_wms_2025_11_03_13_42_40_4070,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1113,59,,drop collection cmip6_downscaled_tasmax_wms_2025_11_03_13_42_40_4070
cmip6_fwi_2025_09_18_10_13_04_2755,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*)]>",566,381,,drop collection cmip6_fwi_2025_09_18_10_13_04_2755
cmip6_fwi_2025_09_18_10_26_47_1079,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*)]>",567,381,,drop collection cmip6_fwi_2025_09_18_10_26_47_1079
cmip6_fwi_2025_09_18_10_56_56_4428,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*)]>",568,381,,drop collection cmip6_fwi_2025_09_18_10_56_56_4428
temperature_anomaly_anomalies_2025_04_15_18_57_28_4022,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",297,59,,drop collection temperature_anomaly_anomalies_2025_04_15_18_57_28_4022
temperature_anomaly_anomalies_2025_04_15_19_00_35_7060,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",298,59,,drop collection temperature_anomaly_anomalies_2025_04_15_19_00_35_7060
temperature_anomaly_anomalies_2025_04_15_19_09_25_4754,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",299,59,,drop collection temperature_anomaly_anomalies_2025_04_15_19_09_25_4754
temperature_anomaly_anomalies_2025_04_15_19_25_00_1352,superseded ingest,timestamped copy; the live coverage has a newer one,0.0,4,1,"[0:0,0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",302,59,,drop collection temperature_anomaly_anomalies_2025_04_15_19_25_00_1352
cmip6_downscaled_pr_wms_test,test/scratch,named as a test or scratch run,0.003,3260480,6,"[0:1,0:1,0:1,0:442,0:459]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1089,59,,drop collection cmip6_downscaled_pr_wms_test
cmip6_downscaled_tasmax_wms_test,test/scratch,named as a test or scratch run,0.003,3260480,6,"[0:1,0:1,0:1,0:442,0:459]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1087,59,,drop collection cmip6_downscaled_tasmax_wms_test
cmip6_downscaled_tasmin_wms_test,test/scratch,named as a test or scratch run,0.003,3260480,6,"[0:1,0:1,0:1,0:442,0:459]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1088,59,,drop collection cmip6_downscaled_tasmin_wms_test
cmip6_isi_scratch_description,test/scratch,named as a test or scratch run,0.442,442209600,114,"[0:4,0:25679,0:40,0:20]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*)]>",983,416,,drop collection cmip6_isi_scratch_description
cmip6_isi_test_description,test/scratch,named as a test or scratch run,0.442,442209600,114,"[0:4,0:25679,0:40,0:20]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*)]>",981,414,,drop collection cmip6_isi_test_description
conus_hydro_segments_doy_climatology_static_projected_test2,test/scratch,named as a test or scratch run,0.0,12,1,"[0:0,0:0,0:0,0:0,0:0,0:0]","marray <struct { float doy_min, float doy_mean, float doy_max },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",1188,490,,drop collection conus_hydro_segments_doy_climatology_static_projected_test2
conus_hydro_segments_doy_mmm_maurer_historical_test,test/scratch,named as a test or scratch run,34.716,34716124812,9410,"[0:0,0:365,0:1,0:13,0:4,0:56459]","marray <struct { float doy_min, float doy_mean, float doy_max },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",1156,460,,drop collection conus_hydro_segments_doy_mmm_maurer_historical_test
conus_hydro_segments_doy_mmm_maurer_historical_test_2,test/scratch,named as a test or scratch run,6.943,6943224972,5133,"[0:0,0:365,0:1,0:13,0:0,0:56459]","marray <struct { float doy_min, float doy_mean, float doy_max },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",1158,462,,drop collection conus_hydro_segments_doy_mmm_maurer_historical_test_2
conus_hydro_segments_doy_mmm_maurer_projected_test,test/scratch,named as a test or scratch run,77.367,77367363852,18820,"[0:2,0:365,0:1,0:12,0:3,0:56459]","marray <struct { float doy_min, float doy_mean, float doy_max },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",1157,461,,drop collection conus_hydro_segments_doy_mmm_maurer_projected_test
conus_hydro_segments_test_exsitu_reg2,test/scratch,named as a test or scratch run,0.0,208,1,"[0:1,0:13,0:4,0:3,0:0]","marray <struct { float dh1, float dh2, float dh3, float dh4, float dh5, float dh15, float dl1, float dl2, float dl3, float dl4, float dl5, float dl16, float lf1, float spr_dur3, float spr_dur7, float sum_dur3, float sum_dur7, float fh1, float fh5, float fh6, float fh7, float fl1, float fl3, float spr_freq, float sum_freq, float ma3, float ma4, float ma12, float ma13, float ma14, float ma15, float ma16, float ma17, float ma18, float ma19, float ma20, float ma21, float ma22, float ma23, float mh14, float mh20, float ml17, float spr_mag, float sum_cv, float sum_mag, float ra1, float ra3, float ra9, float spr_ord, float sum_ord, float th1, float tl1 },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1189,491,,drop collection conus_hydro_segments_test_exsitu_reg2
cp_test_gipl_wcs,test/scratch,named as a test or scratch run,115.109,115109064000,29109,"[0:99,0:2,0:1,0:1940,0:2470]","marray <struct { float magt05m_degC, float magt1m_degC, float magt2m_degC, float magt3m_degC, float magt4m_degC, float magt5m_degC, float magtsurface_degC, float permafrostbase_m, float permafrosttop_m, float talikthickness_m },[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*)]>",1247,544,,drop collection cp_test_gipl_wcs
crrel_gipl_outputs_test,test/scratch,named as a test or scratch run,0.0,4,1,"[0:0,0:0,0:0,0:0,0:0,0:0]","marray <float,[D0(*:*),D1(*:*),D2(*:*),D3(*:*),D4(*:*),D5(*:*)]>",289,63,,drop collection crrel_gipl_outputs_test
